name,filter,mjd_max,flux_max,flux_err_max
SN2012he,r,56243.0,1.2324205251087142e-16,1.504412998112105e-18
SN2012he,V,56241.0,1.4895272136681158e-16,3.071657055684067e-18
SN2001ep,I,52197.0,1.1842564571592431e-15,8.106117179784152e-18
SN2001ep,R,52201.0,2.4938005573312768e-15,8.783524317722998e-17
SN2001ep,V,52201.0,3.749372041303768e-15,1.7816102003344352e-17
SN2006gr,B,54011.0,7.845859023029643e-16,5.448286645847397e-18
SN2006gr,V,54013.0,5.231205121699096e-16,6.0897914840662385e-18
SN2000cn,B,51706.0,1.2629075965740695e-15,1.2823658196817601e-17
SN2000cn,I,51705.0,2.582862822859332e-16,4.284808627969294e-18
SN2000cn,R,51709.0,5.944251713908553e-16,5.295136624484357e-18
SN2000cn,V,51710.0,8.404256021143861e-16,1.0013815575607034e-17
SN2006le,B,54047.0,1.7172188195696033e-15,1.4327466535620495e-17
SN2006le,V,54050.0,1.3020709895614066e-15,6.964041856796489e-18
SN2015bp,V,57115.0,1.082256592178537e-14,1.8156526942742994e-16
SN2015bp,B,57113.0,1.7499494260765698e-14,3.228801004651634e-16
SN2005eu,V,53660.0,6.789427688151462e-16,8.214958167416382e-18
SN2005eu,B,53659.0,1.0887088576669605e-15,7.710416675253173e-18
SN1990N,I,48083.0,7.155667006404286e-15,3.456263536553404e-17
SN1990N,R,48082.0,1.8132599781764287e-14,1.1779167775058668e-16
SN1990N,V,48085.0,2.980622007002689e-14,1.8981919519922154e-16
SN2008Q,B,54506.0,1.9834269600808958e-14,1.314445340939268e-16
SN2008Q,V,54507.0,1.182784626999621e-14,9.952167148311369e-17
SN2008Q,r,54509.0,8.830599064343567e-15,1.2671899072982892e-16
SN2006X,V,53789.0,8.434201247720594e-15,4.564771761992502e-17
SN2006X,B,53785.0,4.538135590466756e-15,8.472487585384402e-17
SN2006X,I,53786.0,4.9538868872387055e-15,7.391519146634121e-17
SN2006X,R,53789.0,8.092765471464688e-15,6.251172011169722e-17
SN2006X,g,53787.0,5.770033529316882e-15,1.4269993323614102e-17
SN2006X,i,53785.0,5.546166658290369e-15,1.772841295868297e-17
SN2006X,r,53788.0,9.7693340390484e-15,3.029846488199836e-17
SN2006sq,R,54085.0,1.7235418686800424e-17,8.034088869680709e-20
SN2006sq,I,54086.0,9.532923796117434e-18,4.5803098848071045e-20
SN2000dn,B,51825.0,1.2636263544217114e-15,1.8318885318149706e-17
SN2000dn,I,51823.0,1.8159375139819255e-16,6.5837737208718685e-18
SN2000dn,R,51825.0,4.627858509315267e-16,5.626850241360688e-18
SN2000dn,V,51826.0,7.156800446402522e-16,8.543698285228374e-18
SN2004dt,B,53239.0,4.964605508959285e-15,2.3715655426325356e-17
SN2004dt,I,53242.0,8.026297614685252e-16,6.6764288894484795e-18
SN2004dt,R,53241.0,1.764005950588484e-15,1.2026953992286837e-17
SN2004dt,V,53240.0,3.1169327200109106e-15,1.9557946237144116e-17
SN2004dt,i,53260.0,7.652541069711348e-16,2.4591760881007653e-18
SN2004dt,r,53245.0,1.6488909354215715e-15,1.1510532861953957e-17
SN2007af,B,54174.0,3.1278798611006215e-14,1.0361988490991213e-16
SN2007af,V,54176.0,1.897038867745294e-14,5.864551130983977e-17
SN2007af,I,54172.0,5.469841338475193e-15,2.8766406444750754e-17
SN2007af,R,54175.0,1.2099789509740173e-14,5.926745650633955e-17
SN2007af,g,54175.0,2.5241055598772814e-14,1.2214408923194101e-16
SN2007af,i,54171.0,6.4173569276092675e-15,2.6719287621215228e-17
SN2007af,r,54176.0,1.4656376206939578e-14,5.939639361612896e-17
SN2006S,V,53770.0,7.016016842832758e-16,6.89921733609009e-18
SN2006S,B,53769.0,1.142991279818377e-15,1.0334579948405667e-17
SN2006gz,r,54024.0,1.165138931709251e-15,8.826558390630494e-18
SN2006gz,V,54022.0,1.5122543747518264e-15,8.046569424945885e-18
SN2006gz,B,54022.0,2.417666153388668e-15,1.7813626241584836e-17
SN2002cf,B,52386.0,1.2913743716568918e-15,1.8000070246101907e-17
SN2002cf,I,52389.0,4.249893876929305e-16,5.886099790736128e-18
SN2002cf,R,52388.0,8.129940798943514e-16,2.146798737244209e-17
SN2002cf,V,52388.0,1.0618681640181409e-15,1.1127563413382283e-17
SN2005bc,B,53471.0,1.944579386178626e-15,1.1388871045480906e-17
SN2005bc,R,53471.0,1.247541001244161e-15,6.829606531005312e-18
SN2005bc,V,53472.0,1.5583091598009081e-15,7.380874459835917e-18
SN2000fa,B,51892.0,2.269689126392062e-15,6.649660139003642e-17
SN2000fa,I,51891.0,4.1426614120207885e-16,1.0599243826131812e-17
SN2000fa,R,51893.0,1.0006219898524391e-15,6.894376492387316e-18
SN2000fa,V,51894.0,1.4447649171696352e-15,1.4608738161517743e-17
SN1998dh,B,51029.0,1.447034430218272e-14,5.986690266591122e-17
SN1998dh,I,51027.0,2.7645585332291603e-15,1.5359514883698695e-17
SN1998dh,R,51030.0,5.940575341704068e-15,2.678223368953877e-17
SN1998dh,V,51031.0,9.193177121851124e-15,4.288247500536505e-17
SN2005cf,V,53535.0,1.3988438108577891e-14,2.0525495029492896e-16
SN2005cf,B,53533.0,2.3337010644126648e-14,4.925489925846988e-16
SN2005cf,I,53531.0,3.867167841365308e-15,1.3238091435623723e-17
SN2005cf,R,53535.0,9.134863042396236e-15,8.280618574319258e-17
SN2004ey,B,53304.0,5.152669584492387e-15,1.3364246809294973e-17
SN2004ey,V,53305.0,3.015805419932064e-15,9.881770902849505e-18
SN2004ey,g,53304.0,4.081077208190661e-15,1.2307423266269048e-17
SN2004ey,i,53301.0,9.898015551531177e-16,3.0370206675165893e-18
SN2004ey,r,53305.0,2.356512109688101e-15,9.137715043320672e-18
SN2017erp,V,57937.0,1.3758406585624379e-14,7.113161903082005e-17
SN2017erp,B,57934.0,2.1166378114319137e-14,1.0547129482823974e-16
SN2017erp,I,57932.0,3.98651925731669e-15,2.5468481311180758e-17
SN2017erp,R,57937.0,9.476758024300241e-15,4.8334632994188045e-17
SN2013Q,B,56331.0,3.115141136145212e-15,1.1379089338055174e-16
SN2013Q,V,56333.0,2.1531250018086057e-15,9.283248255668992e-17
SN2007bj,I,54231.0,5.118189114858388e-16,1.8037631424682562e-17
SN2007bj,i,54230.0,5.066534867125766e-16,6.887900031229839e-18
SN2004fz,B,53333.0,5.647709922091244e-15,3.040210960916565e-17
SN2004fz,I,53332.0,1.053018944684921e-15,6.416152994842121e-18
SN2004fz,R,53335.0,2.243332047982861e-15,1.1201703486664408e-17
SN2004fz,V,53336.0,3.1291217204289734e-15,1.992670629717661e-17
SN2005M,B,53405.0,2.5814949240492703e-15,1.934931626588634e-17
SN2005M,R,53407.0,9.335385629935891e-16,5.066473013041175e-18
SN2005M,V,53407.0,1.4522237505147748e-15,5.058673555633738e-18
SN2005M,g,53406.0,2.0529334848123984e-15,5.440509215974096e-18
SN2005M,i,53403.0,4.738610585464332e-16,1.2346238056976896e-18
SN2005M,r,53408.0,1.0871697651585982e-15,3.2044105342441325e-18
SN2008bf,B,54554.0,2.924751227807982e-15,1.731987078773321e-17
SN2008bf,V,54556.0,1.6535719484069065e-15,2.903263950882927e-17
SN2008bf,R,54556.0,9.911484801457736e-16,9.932478810932531e-18
SN1999cp,B,51364.0,1.602153320198529e-14,8.763314293780307e-17
SN1999cp,I,51360.0,2.4064670904249814e-15,1.3242034036298035e-17
SN1999cp,R,51364.0,5.718663693867929e-15,3.137753754828012e-17
SN1999cp,V,51364.0,9.095789629660597e-15,3.6979942158449504e-17
SN2002cs,B,52410.0,4.0297344670661775e-15,2.0572344040161787e-17
SN2002cs,I,52412.0,8.420416702420299e-16,4.720170278891626e-18
SN2002cs,R,52413.0,1.717717446755001e-15,2.9877529157274845e-17
SN2002cs,V,52412.0,2.4105878208206745e-15,3.536619463677957e-17
